review,label
"minder mi alıyoruz strafor köpük mü sünger mi alıyoruz anlayamadım, bahsedildiği gibi değildi o yüzden beğenmedim. fakat kalınlığı güzel. bir de kötü kokuyor.",neg
"ürünün plastiği kaliteli değil sanırım, günler boyuna çok yoğun şekilde kötü plastik koktu.",neg
ilandaki rengin çok canlı olmasından dolayı mor renk sipariş vermiştim ancak gelen ürünün ilandakinin rengiyle bir ilgisi yok. çok daha soluk. yine de kullanışlı bir minder,neg
"selam herkese, ",neg
benim implantım olduğu için faydalı olacağını düşünerek aldım.. aralardaki küçük parçaları çıkarıyormuş.. aynı işlevi dişinizi  fırçaladıktan sonra ağzınızı çalkalayaak da yapabilirsiniz. lüzumsuz bir ürün..bin pişman oldum...,neg
yani çok gerekli değil ,neg
tam okumadan aldım. tek yaptığı su fışkırtıyor. bu işi ağzınızı çalkalayarak ta yaparsınız. fırçalama amaçlı almıştım. bunu bilerek alın. fırçalama yapmıyor sadece su fışkırtarak ağzınızdaki yemek kırıntılarını temizliyor.,neg
idare eder.,neg
ürünü diş doktorum önermişti ancak kullanınca hayal kırıklığına uğradım. çünkü en yüksek kademedeki su basıncı bile beklediğiniz temizliği yapmakta oldukça yetersiz. bu ürünü almak yerine bir şeyler yedikten hemen sonra ağzını su ile iyice çalkalama alışkanlığı kazansak inanın çok daha iyi bir sonuç elde ederiz. kısacası gördüm ki bu ürün para israfından başka bir şey değil. ,neg
ürünün iddiası müthiş ancak eski modelin aksine çok düşük güçte olduğu için bir çok kullanıcının da yazdığı gibi anca ağız ıslatıyor. hijyen ürünü olmasa iade etmek isterdim. diğer dezavantajlarını da sayayım ancak bunlar ürüne değil bu tip çözümlere özeldir. ,neg
tekrar diş fırçalamak gerekiyor sadece diş arasındaki yiyecek kalıntılarını çıkartıyor. aynı işi diş ipide yapıyor. ,neg
diş fırçalarken her tarafa sıçrayan ağız suyuna hiç değinilmemiş. ayna lavabo ve duvarlar hiç hoş görünmüyor. yüzlerce yorumda bunlar yoktu. ben söyleyeyim dedim. çok dikkatli fırçalamak gerekli . ağzınızı açık veya dışarda motorunu çalışır vaziyette tuttuğunuzda her tarafa sıçradığını görürsünüz. eski fırçalarda duvarlara sıçratma diye bir kavram yok.,neg
muadili ürünlerin şiddetini bilen biri olarak su şiddetini düşük buldum.i̇şe yarıyor ama etki zayıf,neg
para israfından başka bişey değil bildiğin çöp.hiçbir işe yaramiyor.sadece etrafı ıslatıyosun.,neg
"diş hekimimim tavsiyesiyle aldım. çok etkili olduğunu, diş ipiyle bile çıkmayan artıkları temizleyeceğini söylemişti. hemen sipariş verdik, aynı gün geldi ancak sonuç büyük hayal kırıklığı. ağzınızı (ve beraberinde etrafı) ıslatmaktan başka bir şeye yaradığı söylenemez. önceden kullanan bazı arkadaşlarımızın ""aslında çok güçlü alet, 4,- 5. ayarlara çıkmıyoruz bile"" demesi üzerine arıza olabileceğinden şüphelenip teknik servise götürdük. gri gövdeli eski modelin güçlü olduğunu ancak yeni modelde gücün düşürüldüğünü söylediler. kesinlikle tavsiye etmiyoruz.",neg
"hayatımda bu kadar kullanışsız bir icat görmedim. o kadar etkisiz ki, kendiniz ağzınızı gargara yapsanız daha iyi daha temiz olur. çocuklarımı teşvik etsin diye aldım ama pişmanım. faydası olmadığı gibi çocuklar kullandığı için banyoda her taraf ıslanıyor. cihazı kullandığım için iade edemiyorum. elimde olsa hemen geri gönderirdim. oral -b nin diş fırçalarından bende çok memnunum ama bu lüzumsuz şeyi sakın almayın.    ",neg
"doktor tavsiyesi uzerine aldim ama beklentimi karsilamadi, discilerde bulunan urunun yanindan bile gecemez.emin olun gargara yapmakla ayni ozelligi taşıyor eger kendi basiniza gargara yapamiyorsaniz alin derim.",neg
ürünü yeni aldım. açıkçası diş taşı temizlemesini bekliyordum .beklentimi karşılamadı. sadece su fışkırtıyor .diş ipi yerine kullanılabilir gelişmiş bir alet oyüzden geri iade ile uğraşmıyacağım .fakat beklentimi karşılayamadı.,neg
kargo bedava olunca kargoda günlerce teslimatı bekledi. şikayet etmemize rağmen bir iyileşme olmadı. si̇parişi şimdi verin hemen kargoda diyorlar ancak ürün kargoda günlerce bekliyor. ,neg
oral b nin şarjlı diş fırçasını kullanmıyorum.i̇lave olarak bunu aldım.öncelikle dişleriniz sık yapıda ise benimki gibi çok bir işe yaramıyor.diş ipinin ise yerini tutması mümkün değil.çok birşey beklemeyin.en iyisi birden çok başlık türü ile dişleri fırçalamak ve gargara kullanmak..,neg
ben aldıktan sonra fiyatıda düstü...tamam para eden bir sey degil ama agız bakım suyu hediye yazıyor ama malesef gönderilmiyor aldatmaca var gibi gibi  .......,neg
ürünü 1 haftadır kullanıyorum. çok etkisiz ve gereksiz. bunun yerine çok daha ucuz olan ve direkt musluğa bağlanan daha etkili ürünler var. tavsiye etmiyorum.,neg
çok sıradan bir aşk hikayesi. çok etkileyici olduğunu söyleyemem. kitap hakkında bilginiz olması içi okunabilir,neg
kitap baslangic olarak merak uyandirici fakat ikinci kisimda yogun betimlemeler ayrintilar beni biraz rahatsiz etti acikcasi.yorumlara bakip almistim.bence fazla puan alan bir kitap..,neg
kitabın konusu aslında güzel . özelliklede o dönemlerde böylesi bir aşk o döneme gidersek böylesi bir kurgu başarılı.fakat bu yazarın okuduğum ilk kitabıydı uslübü anlatımı çok sıkıcıydı konuyu çok ağır işledi üstelik çok fazla eski türkçe  kelimeler olduğu için bence yorucu .,neg
klasik türk dizisi  filmi bence alıp ta zaman kaybetmeyin derim. haaa ben aşk adamıyım diyorsanız o ayrı ahh maria vah maria der durursynuz kitap sonunda ozaman :(),neg
kalın bir kitap olmamasına rağmen insanın bitiresi gelmiyor. inanılmaz sıkıcı ve sürekli aynı şeylerden bahsediyor. aynı ruh hali. karamsarlık had safhada. ,neg
kitap konu olarak güzel ancak koku olarak kötü.yani kullandıkları kağıt daha önce nerede kullanılmışsa çok kötü kokuyordu ve buram buram yüzüme vuruyordu.şahsen kitaba deodorant sıkıp okudum ama o bile kar etmedi.,neg
"klasik türk filmi. türkan şoray ,ediz hun aşkı yani.illahhi okunması gerekiyor diyemem.yorumlari okuyarak almıştım. pişman oldum.tabi kitap zevkleri tartışılmaz oda aynı bir konu.",neg
kitabı yorumlara bakmaksızın isminden dolayı merak ederek aldım ( kitapçıdan). ancak beklediğim kadar iyi değildi. basit bir olay örgüsü var.,neg
yazarın bir kitabını ilk defa okumaya çalışıyorum. şimdiye kadar beğenmedim desem yeri olur. sıkıcı giden zor anlaşılan bir dili var yazarın. ben tarzını beğenmedim.,neg
valla kitabı okadar masala bogmuşki yazar masal ile gerçeği ayırt edebilenlere demiş. ben ayırt edemedim. birbirinden kopuk olaylar.. ben beğenmedim.,neg
yazarın ilk kez bir kitabını aldım .yeni başladım okumaya merak ediyorum ..,neg
ürün fiyatı olarak güzel fakat yanında gelen bantları yapıştırmadan iphone 5s telefonumu sabitliyemedim. fakat alırken dikkatle okumama rağmen kumandanın ios u desteklemesiği bilgisini görmedim ürünü aldıktan sonra internette araştırdım ve kumandası sadece android içinmiş. ,neg
"f/p olarak güzel bir ürün ancak beklentiniz çok olmasın alın, deneyin, kenara koyun arada kullanırsınız bağımlılık yapıcı bir tarafı yok onun için ps vr veya oculus rift kullanmanız gerek. yüksek ppi'lı ve 5 inç üzeri telefonlar ile kullanırsanız zevk verici olabilir iphone için çok uygun değil.",neg
beklentimin altında,neg
malzeme kalitesi çok düşük.sadece böyle bir cihaz nasıl diye merak ettim.gercek kullanıcılar almasın.,neg
"ben beğenmedim o kadar güzel değil , idare eder.",neg
kuman'da çok kötü ,neg
asus zenfone 3 kullanıyorum kavis olduğundan tlf oturmuyor.... ürün kumandası takılma yapıyor üst joyistiği sağ yapıyorum sağda kalıyor yukarı yapıyorum orda  takılıyor. ilk defa boş yere para verdim.... kaldırdım attım kenara ...,neg
kumandası beklentiye cevap veremiyor tuslari tutukluk yapıyor .fiyatina gore idare eder.,neg
hepsi buradaya hızlı teslimat için teşekkürler. 4.5 inc küçük geldi çokta bir albenisi yok.. kafa ağrısı yapıyor,neg
ürün fena degil iş görür ama beklentiyi yüksek tutmayın  ne kadar ekmek o kadar köfte ,neg
"kutuyu açıp i̇lk denememde telefonu sabitleme yerinin üst  kısmı kırıldı,  tamam fiyat ucuz ama  bu kadarmi kalitesiz olur. alan arkadaşlar dikkatli olsun ",neg
ürün çok kötü.yani bu paraya bu kadar olur heralde.2 dakika video izledim gözlerimi çok ağrıttı.hiç o heyecanı vermiyor.bence fiyasko.direk geri iade ediyorum.alan arkadaşlar ona göre alsın.daha kaliteli cihazlar alınabilir.,neg
deneme amaçlı aldığım için çok önem vermedim temizleme bezi ve kullanım kılavuzu çıkmadı içerisinden. ,neg
5 inç vestel venus 5570 telefonum zor sığdı içine 6 inç nasıl sığacak merak konusu.. ,neg
hızlı teslimat için teşekkürler hepsiburadaya.,neg
ürün çok kötü.hepsiburadanın iade ve para iade süreci mükemmel derecede hızlı.teşekkürler.,neg
beklentimi karsıladı,neg
kendi katagorisinde fena değil,neg
fena değil o kadar,neg
fena değil,neg
nispeten kalın telefonlarla (koruyucu kaplarla özellikle) sıkıntı yaşanır.,neg
malzeme ve görüntü kalitesiz. merceklerin uzaklıklarını ayarlamak çok zor ve sürgüsünün malzemesi kötü. burun kısmı sert malzeme. merceklerden dolayı görüntü kalitesizliğinden gerçeklik sanısı vermiyor. sanal gerçekliği denemek istiyorsanız bu fiyata değmez. bu kadar fiyata karşılık gelen kalite oranı sebebiyle tek yıldızı bile hak etmiyor. ,neg
"artıları: fiyatı, kumandası ve gözlüğü taktığınızdaki rahatlığı.",neg
eksileri: lens ayar mekanizmasının kalitesizliği.,neg
"ürünü zaten çok fazla beklentim olmadan almıştım, o yüzden geçmeli plastik parçaların bir kısmının doğru monte edilmemiş olmasını (kamerayı kullanmak için kullanılan ön taraftaki kayan parça ve beyaz çerçeve gibi görünen parçalar yerlerinde değillerdi) hiç dert etmedim. kullanımda ise büyük bir sıkıntı ile karşılaştım; lensleri ayarlamanızı sağlayan mekanizma o kadar kalitesiz ki kafamı sağa sola çevirdiğimde lensler de sağa sola hareket ediyordu. mekanizmayı elimle tutarak kullandığımda ise sol gözümün bulanık gördüğünü fark ettim; biraz incelediğimde de, bu bulanıklığın sol taraftaki lensin telefona paralel olmayıp, lensin alt tarafının üst tarafına kıyasla telefona daha yakın olması nedeniyle oluştuğunu anladım. gözlüğün ön tarafındaki tüm parçaları söktüğümde ise lensi telefon düzlemine paralel tutmak için küçük bir tırnak olduğunu, ancak lensin ileri geri hareketleri ile kolaylıka tırnağı aşıp bulanık gösterdiğini gördüm. bant yapıştırarak hem tırnağı hem de lensi tutan yuvayı kalınlastırıp lensin hareket etmesini ve tırnağı aşmasını engellemeye calıştıysam da elde ettiğim sonuç düzgün üretilmiş bir ürün ile elde edebileceğim kadar iyi olmadı. ",neg
gözlük gayet iyi kullanışlı,neg
fakat bir kaç dakika da gözlerim inanılmaz ağrıdı,neg
sebebini bilemiyorum belki merceklerinde sıkıntı olabilir vs,neg
arkadaşlar aşırı meraklıysanız alın bir bakın ama sürekli kullanırım diye düşünmeyin hiç kaliteli bir ürün değil ve görüntü iyide değil ayrıca vr içerik çok az,neg
3.5 inç tleefonlar için hiç değil çok küçük geliyor inç ve yukarısı için tavsiye ederim,neg
büyük beklentiye girmeyin pek 3 d  olmuyo  pek iyi deği,neg
tatsız,neg
hepsiburadadan ürünü uyguna aldım. piyasanın en ucuzuydu. gel gör ki ürün ile sinek kaydıyı zaten bırakın ona yakın bile tıraş olunamıyor. sadece sakal şekillendirirsiniz. favori düzeltirsiniz. sakalınızı daha rahat tıraş olmaya hazır hale getirebilirsiniz. birde çin malı.,neg
üründe görüntülü görüşme yok. ayrıca kendinde bulunan herhangi bir dosyalama sistemi yok. google playden dosyalama sistemi indirilmiş.fiyatına göre idare eder.,neg
5 günde elime geçti. hd köşeleri el kesecek kadar capakli. hızı güzel. dokunmasan şık duruyor.hb ye teşekkürler.;(,neg
"ürünü 2 sene önce aldım. başka bir mediaplayere bağlı olarak duruyordu. artık hiç bir şekilde içeriğine ulaşılamıyor, kendi kendine bozuldu.",neg
ürünü burdan 2.5 sene önce aldım. herşey normal giderken biranda tv disk i görmedi sonra pc ye taktım o da görmedi. sanırım yalan oldu resimlerim videolarim :( ,neg
"çok sıklıkla kullanmadığım bir ürün, durduğu yerde bozuldu internetten araştırınca bu markayla herkesin sorunu olduğunu ve ürünlerinin kalitesiz olduğunu okudum .kesinlikle tercih etmeyin",neg
aktarım hızı çok iyi ancak kullanmaya başladığım gün itibariyle çok ses çıkartıyor. arada bir titreyerek de çalışıyor. rahatsız edici. ,neg
küçük olması ve hızı avantaj.,neg
sacı dısa sardırdığı için kullanımı cok kötü ve bukleler hemen bozuluyor hemde beni sacım kıvırcık oldugu halde kullanıssız.,neg
"pek memnun kalmadım. eskiden düzleştirici ile dalga yapıyordum, bu ürün daha pratik gözüktüğü için bunu denemek istedim fakat kendi düzleştiricimle dalga yapmak inanın daha etkili, kolay ve hızlıydı...",neg
ürünü büyük bir hevesle aldım ancak kesinlikle saça bir etkisi yok. alet dönüyor ve saçı içine çok az bir zaman alıyor dolayısı ile saç kıvrılmıyor. ,neg
boyun altında çok başarısız eski makinam daha hızlı ve boyun altında pratikti bence başka modellere bakın derim,neg
06.06.2016 da tarafıma ulaşan ürün 1 ay içinde daha birkaç kullanımda arıza yaptı. hepsiburada.com müşteri hizmetlerini aradığımda 14 günlük iade süresinin geçtiğini servisi aramam gerektiği bilgisini aldım. kesinlikle tavsiye etmiyorum ve bir daha hepsiburada.com dan alışveriş yapmayacağım.,neg
"bir süre önce hepsiburadadan aldım, cildim alışacak daha iyi kesecek diye 2 aydır bekliyorum ancak cihazın performansı hala iyi değil. son yıllarda braun kalitesinde ciddi bir düşüş var.",neg
soğutma düşünülmesi güzel olmuş ancak pürüzsüz bir traş yapılmıyor..sakalları tam olarak almıyor..yarım saat traş ile uğraşınca dahi sinek kaydı traş olunamıyor...,neg
"hiç bir şekilde bu üründen memnun kalmadım. en yüksek derecede kullanmama rağmen asla verim alamadım, saçlarımda düzleştirme sağlamadı ve aşırı bir kabarma yaptı. aynı üründen kullanan arkadaşımın ürününü kullandığım zaman aradaki fark dağlar kadar. buradan almış olduğuma çok pişmanım iadesi için talepte bulundum.",neg
hepsiburada hızlı bir ulaşım sağlasa da üründen memnun değilim. 210 dereceye de getirsem arada soğuduğu için işlem uzun sürüyor ve saçımda elektriklenme yapıyor.,neg
evet düzleştiriyor ama saç koruması sıfır kavurup atıyor resmen. iade de edemedim çok pişmanım yazık oldu parama :(,neg
benim gibi boyali ve yıpranmış saçlarınız varsa bu duzlestiriciyi önermiyorum remingtonun baska bir modelini almanizi tavsiye ediyorum,neg
saçlarım uzun ve kalın telli çok araştırdım ve yorumlara bakarak bu ürüne kara verdim ama memnun kalmadım        .belki ince telli saçlara iyi olur bilemem. saçıma uyguladıktan  2 saat sonra bozuluyor ve elektrikleniyor.,neg
daha önceden remington düzleştirici kullandım tekrar aynı markaya devam etmek için bunu aldım ve çok memnun kaldım kesinlikle tavsiye ediyorum ,neg
remingtonun bir çok ürününü kullanıyorum ve tümünü de hepsi buradadan aldım.çok güvendiğim bir site.şi̇mdiye kadar hiç bir sıkıntı yaşamadım.yalnız bu düzleştiriciyi sevmedim:(saçlarımı kırt kırt çekiştirip durdu:( ayrıca düzleştirirken plakalar çok ısındı rahat şekil vermekte zorlandım..başka bir modelini almayı düşünüyorum.tabii yine onu da bu siteden .,neg
yorumlardan etkilendim. gittim aldım ama abartılan kadar hoş gelmedi. saçım yarım saat içinde  bozuldu öyle çok kıvırcık saçım da yok dalgalı. her zamanki gibi saçta yine istedeğim düzlüğe ulaşamadım. diğer düzleştiricilere göre tabiki iyi ama çok yüksek beklentiniz,neg
varsa hüsranla karşılaşacağınızı belirtmek isterim.,neg
ürünü çok araştırarak ve bir sürü yorum okuyarak aldım. saçlarım çok aşırı olmasa da kıvırcık. diğer yorumlarda yazıldığı gibi bir kerede ya da iki kerede elektriklenmeden dümdüz yapmıyor maalesef. dolayısıyla da ürünü geri verdim. belki saçları düze yakın olanların saçlarını dümdüz yapıyordur bilmiyorum. ama ürün genel olarak kaliteli. ama benim gibi saçları olanlara önermiyorum.,neg
ürünü bu ve diğer sitelerdeki yorumlara göre aldım fakat beklentimin çok altında bundan önceki düzleştiricim çok daha iyiydi.dümdüz saçlara sahip olmuyorsunuz sadece şekil veriyor memmnun değilim.,neg
urunu bir hafta once aldim. urunu kullanirken plakalar tam kapanmiyor. saclarim ince telli oldugundan urunu kullanirken bastirmam gerekiyor. geri vermeyi dusunuyorum,neg
çok çok üst seviyede ürün sandım sadece normal bir ürün bukle yapıyor ama harika değil bu kadar para vermeye değecek bir şey değil,neg
bu ürünü çok araştırdım ve yeni aldım bugün elime ulaştı ama açıkçası hayal kırıklığına uğradım çünkü makina ısındığı zaman etrafa kablo kokusu yaylılyor ve plakaları arasında çok fazla boşluk var saçı tam kavramıyo benim gibi şikayeti olanlar var mı çünkü ona göre ya iade etcem ürünü yada değiştircem,neg
"diş fırçası başlıkları, makineyle birlikte gelen başlık kadar kaliteli değil",neg
2 aydır kullanıyorum fakat ciddi bir yol katedemedim. beyaz tenli olamam rağmen yoğunluğu azalmıyor.hiç sevmediğim halde jilet kullanmak zorunda kaldım ve artık jilet vurup durmaktan bunaldım.ayrıca kullanma talimatı bence yetersiz belkide tam anlayamadığım için hala yanlış kullanıyorum..:(,neg
hem paraniza hem zamanınıza yazık..4 de 1 i gidiyor 3 u çıkmaya devam hemde daha kalın olarak.daha çirkin duruyor,neg
yaklasik 4 ay once cihazi aldim.6 seans uyguladim.işimden dolayi yarim biraktim.uzerinden 2.5 ay gecti ve ilk halinden daha cok killanma mevcut.kisacasi hic memnun kalmadim.bosuna vermisim onca parayi.,neg
bu yorumu yapmak icin 6 ay bekledim. ürünü 6 ay önce daha yüksek bir fiyata almıştım. 6 ay her düzenli kullandım kesinlikle bir etkisini görmedim. ürünü omuz ense boyun ve ensenin bir karış aşağısında kullandim. arkadaslar kalin ve güçlü bir kıl yapisina sahip oldugum icin makinanin gücü killari yakmaya yetmiyor. günümüz tabiriyle uyusturuyor. boyun bölgeme daha onceden lazer yaptirdigim icin farkı görerek bu kadar net konuşuyorum. bayanlarda işe yarayabilir. erkeklere kesinlikle tavsiye etmiyorum.,neg
bunu alacağiniza bi̇r kutu ki̇bri̇t alin daha i̇yi̇,neg
cene yuz tuyleri icin alanlar bir daha dusunun aldim ama cene cene alti gibi dar bolgelere baslik oturmadigi icin atis yapmiyor ve nerdeyse ayni tondaki ten renginde farkli yerlere birine yuksek seviye atarken digerinde kirmizi uyari weriyor yani teniniz koyu diyor.. tavsiyem iyi dusunun gormeden almayin.,neg
bu tartıyı 4.5 yıldır kullanıyorum. son zamanlarda sürekli yanlış tartıyor. vucut endeksini ölçme sonuçlarını hiç konuşmak istemiyorum. külliyen yanlış ölçümler veriyor. kimin profiline basarsanız onun vucut analizini veriyor. bu da kişilerde bu tartıya güveni zedelemiş oluyor. ben sürekli diyetteyim ve 4 aydır benim gramı gramına aynı tarttığını ve bir gram eksik tartmadığı için bu marka bende güvenilirliğini zaten yitirdi. tartıda hiç eksilme yok ama tüm giyisiler bol geliyor. sanırım setap yaptığımız profili hafızasında tutuyor ve kaç kişi tartılıyorsa o setap bilgilerine göre insanları aynı kiloda tartmaya devam ediyor. bu durumda güvenilirliğini yitrimiş oluyor maalesef. en kısa zamanda yeni bir tartı edinip onu sokağa koyuyorum. canıma tak etti çünkü...,neg
urun dogru olcum yapmiyor ilkinde 81 kg gosteriyor 2denemede 83 kg hatali yag su ölçme oranlari tamamen yanlis tavsiye etmem sade bi cihaz almak bundan cok daha iyi parasini hakketmiyor,neg
eğer sadece kilonuzu ölçecekseniz bir şey diyemem ancak diğer tüm ölçümleri ciddi sapmalar veriyor.. ben iade ettim...,neg
sağlıklı tartı yapmıyor.. her seferinde farklı değer veriyor..,neg
merhabalar. internetten alışverişte en önemli noktalardan birisi kullanıcı yorumları. herhangi bir ürün için olumlu-olumsuz yorumlara dayanılarak tercih yapılabiliyor. bu perspektiften bakarak yorum yapacağım. öncelikle bu ürünü yağ-kas ölçümü için tercih edenler olacaksa etmesinler. 2 senedir kullanıyorum. bir gün bile doğru ölçüm yaptığına tanık olmadım. yağ oranını %23 gösterdiği gün spor salonundaki makina %11 ölçtü. zaten 3000-4000tl lik cihazların yaptığı işi yapması da mantıklı değil. tartı olarak oldukça hassas. ,neg
"burada yazılan yorumlara güvenerek satın aldım ancak beklentimin çok da altında bir ürün.evdeki emektar çok daha tutarlı,1 saat içinde yaptığım 2 tartı arasında neredeyse 2kga yakın fark oluyor.ne varsa eskilerde var.boşuna alıp da paranızı çöpe atmayın...",neg
bence kilo ölçümü açısından iyi fakat yağ-kas ölçümünda başarısız bi ürün.aynı dakika içinde bile yağ-kas oranını değişik tartıyor.zaten bu fiyata doğru tartmasını beklememiz hataymış çünkü diyetisyenlerin ölçtüğü alet çok pahalı.eğer bu basit olanlar işe yarasaydı onlar da fazla para verip o pahalı aletleri almazlardı.,neg
vücut anali̇zi̇ i̇lk aldiğim gün çalişti ertesi̇ gün arizalandi ve bi̇r daha ölçmedi̇.,neg
i̇nce zari̇f bi̇r ürün. sadece klasi̇k ki̇lo taki̇bi̇ i̇çi̇n kullanabi̇li̇rsi̇ni̇z.,neg
"yeterli bir bürün bence, ev kullanımı için yeterli biri ürün,",neg
"işinize yarayacaktır, kilonuzu hergün öğrenerek daha dikkatli olmanızı saglaya bilir bence",neg
"arzumun kullandığım ürünlerinden genelde memnunum. örneğin saç kurutma mak. uzun zaman sorunsuz çalıştı. bozuldu yine arzum aldım ama bu tam hayal kırıklığı. verdiğim paraya acıdım. böyle yağ kas su ölçerlisi ı ıh. hikaye. sağlıklı sonuç vermiyor. büirgün kası bir gün yağın fazla oluyor. kesinlikle değimez. servise götürsem sorun yok diyecekler geri verecekler ooo. ben şu sadece dijital olanlarından alacağım. ama yinede yazık ,5 tane alabilirdim bu paraya.",neg
arkadaslar kesinlikle almayin  resmen para tuzagi  hicbir etkisi yok ve zarar verici,neg
diğerlerine kıyasla fena değil gibi,neg
"bu ürünle bir fön makinesi arasında kalmıştım ve yorumlardan yola çıkarak bu ürünü almıştım ama pek bana göre olmadığını gördüm,yaklaşık 5 aydır kullanıyorum .saçlarım az olmasına rağmen saçlarımın kuruması yarım saati buluyor en yüksek seviyede kullansam bile.satin özelliğini açarsam süre daha da uzuyor.eskiden kullandığım makinelere göre performansı çok düşük.tek olumlu yanı saçlar kuruduktan sonra tek tek havalanmıyor.",neg
"saçlarda iyon teknolojisine bağlı fazladan herhangi bir parlaklık görünmüyor. diğer makinalara göre daha hızlı da kurutmuyor. artı kurutma gücüne göre çok ağır ve büyük bir makina, elde tutması zor...o görüntüden daha güçlü bir üfleme beklersiniz ama yok. çok da memnun kalmadım. herhangi bir saç kurutma makinasından hiç bir farkı yok malesef. ",neg
ürün kalitesinde sorun yok fakat çok ağır :( bir süre sonra gerçekten kolunuz yoruluyor. bu derece ağır olabileceğini tahmin etmemiştim :(,neg
"garanti süresinin bitmesinden tam bir ay sonra makina bozuldu. servisine götürdüm ücretiyle tamir ettirmek için, bu modelin tamirinin mümkün olmadığını söylediler. nispeten iyi olsa da çok mükemmel bir kurutma sağlamıyor bunun yanında ömrünün 2 sene sürmesi hoş olmadı.",neg
braun markasına güvendiğim için aldım. ama beklediğim performansı bulamadım. saçları kuruma yaptıktan sonra çok elektiriklenme oluyo  ve 2200 watta göre üfleme gücü çok zayıf. pek memnun kalmadım.,neg
3 yıldır kullanıyorum hediye olarak geldi. kullanıcının işini görür lakin bazı eksileri var 1. gereğinden fazla büyük 2. ağır. özellikle güçlü kollarınız yoksa işiniz de uzun sürecekse çok yorucu olabilir. 3 arkasındaki filtre gerçekten çok çirkin tasarlanmış bu markaya yakışmamış. ion ve satinhair özelliklerini açınca sıcaklık ciddi derece düşüyor kurulanmak uzun sürebilir. alacaklara daha küçük daha hafif braun ürünlerini tavsiye ederim.,neg
arkadaşlar ürün çok kaba ve büyük.ve fıyat olarak da kazıklandık sanırım .çünkü araştırdım başka yerleri ve oldukça ucuz.bundan sonra önce fiyat araştırması yapıp sonra alacam.,neg
"çok kısa bir sürede elime geçti begenmediğim teknokta arkasındaki havalandırma kanalının filtresi çok kıcık brauna yakışmamış, tasarımı bozmuş, fotoğraflarda gözükmüyor ama arkası aülimünyum tel ve hiç hoş değil.",neg
"ion özelliğini aktif hale getirince sıcaklık o kadar düşüyor ki, saçlarım kurumuyor. kesinlikle az ve kısa saçlar için yapılmış bir kurutma makinası. tavsiye etmiyorum.",neg
kötü olan makina değil kötü olan bunu satışa sunupta kargolamayan devamlı tedarik edilmeye çalışıyor diyen müşteri hizmetleri sizle ilk çalışmam oldu bu son olsun.,neg
"ürün yeni elime geçti ve ürünün içerisinde açıklamalarda görülen saç şekilendirici olan aparat yoktu , diğer modelinde varmış .burada açıklama kısmında difüzör yok olarak yazıyor ama görsellerde var . şekilendirici kısmı bana çok lazımdı ürünün alma sebeblerimden birisiydi. yanılgıya düşmeyin  alacak olanların bilgisine ...",neg
beklentilerimin çok altında..,neg
paranızı çöpe atmış olursunuz.ben aldım kenarda duruyor bıçakları kesmiyor vücudun farklı yerlerinde can acıtıyor tavsiye etmem.,neg
beklediğim gibi çıkmadı... normal tüyleri alamıyor...,neg
arkadaşlar ben bu üründen aldım. çok kalitesiz bir ürün bıçaklar iyi kesmiyor. alt bölgelerde traş yapmak ölümden beter. bu ürünü alan parasını sokağa atmış olur. ben söyliyeyim gerisi size kalmıştır.,neg
açıkcası beğenmedik malzeme kaliteli fakat işe yaramıyor tüyleri kemiyor :(  ama hepsi burada herzamnki çok hızlı teşekkürler :),neg
super urun. tavsiye ederim,neg
öyle aman aman bir makina beklemeyin ayva tüyler için iyi olur ama diğerleri için uğraştırır,neg
çok kötü bir ürün philips kalitesine yakışmayan bir ürün ,neg
"onca olumsuz yorumu okumama rağmen philipstir dedim kalitelidir dedim ama hayal kırıklığından başka bir şey değil. ürün hiç kesmiyor nerdeyse , cok zahmetli kullaniliyor",neg
ben paramı çöpe attım siz atmayın.  demedi demeyin,neg
"ürünün görüntüsü,ağırlığı,çalışması,şekli,tasarımı harika..ama o kadar..ileri geri,bastıra bastıra veya çok nazikçe yani her şekilde denememe rağmen verimli bir şekilde kesmiyor.gerçi çok keskin bişey olsa deriyi paramparça edebilir..bence gereksiz bir ürün.",neg
"kullandıkça fikrim değişti. tek pil güçsüz kalıyor, kesmiyor, yakalayamıyor. hiç bir işe yaramıyor. 2 pilli olmalıydı. çocuk oyuncağı. (ilk çıkar çıkmaz yeni ürünleri bizlerle buluşturan hepsiburadaya teşekkür etmemek olmaz)",neg
philips e güvenerek tv dahil bir sürü ürününü kullanıyorum.fakat belirtmek isterim ki bu ürün bir hayal kırıklığı. koltukaltını almadığı gibi bir de tahriş ediyor. kuru ve ıslak olarak denedim tam bir facia. kasık bölgesi için belki kullanılabilir. ama dikkat edin ben filan dinlemiyor heryeri tahriş ediyor.,neg
üründen uzak durun kesinlikle tüyleri almamaktadır. koruyucu başlığı çıkarmanız gerekmektedir alması için o zaman da kapma yapmaktadır. philips in şuana kadar kullandığım en kötü ürünüdür.,neg
ürünü satın aldım paketleme sorunsuz fakat hiçbir işe yaramıyor. vücudun çeşitli bölgelerindeki kılların giderilmesi için yapılan ama hiçbir işe yaramayan alet.,neg
ürün çok kötü iyi kesmiyor ,neg
performans olarak çok iyi değil.,neg
